DULICA;PSC;OBCE
Horská;080 01;Prešov
Hrabová;080 01;Prešov
Hraničná;080 06;Prešov
Hrnčiarska;080 06;Prešov
Hruny;080 01;Prešov
Hrušková;080 01;Prešov
Hurbanistov;080 01;Prešov
Hviezdoslavova;080 01;Prešov
Chalupkova;080 05;Prešov
Irisová;080 01;Prešov
Jabloňová;080 01;Prešov
Jahodová;080 01;Prešov
Jána Béreša;080 01;Prešov
Jána Bottu;080 01;Prešov
Jána Hollého;080 01;Prešov
Jána Nováka;080 01;Prešov
Jána Pavla II.;080 01;Prešov
Janáčkova;080 05;Prešov
Janka Borodáča;080 01;Prešov
Jánošíkova;080 01;Prešov
Janouškova;080 01;Prešov
Jantárová;080 01;Prešov
Jarná;080 06;Prešov
Jastrabia;080 01;Prešov
Javorinská;080 01;Prešov
Jazdecká;080 01;Prešov
Jazvečia;080 01;Prešov
Jedľová;080 06;Prešov
Jelenia;080 01;Prešov
Jelšová;080 05;Prešov
Jesenná;080 05;Prešov
Jesenského;080 01;Prešov
Jilemnického;080 01;Prešov
Jiráskova;080 05;Prešov
Jurkovičova;080 01;Prešov
Justičná;080 01;Prešov
Južná;080 06;Prešov
K amfiteátru;080 01;Prešov
K Okruhliaku;080 01;Prešov
K potoku;080 01;Prešov
K prameňu;080 06;Prešov
K Starej tehelni;080 01;Prešov
K studničke;080 01;Prešov
K Surdoku;080 01;Prešov
Kamencová;080 05;Prešov
Kamenná;080 01;Prešov
Karpatská;080 01;Prešov
Kendická;080 01;Prešov
Keratsinské námestie;080 01;Prešov
Kmeťovo stromoradie;080 01;Prešov
Kollárova;080 01;Prešov
Komenského;080 01;Prešov
Konštantínova;080 01;Prešov
Kopaniny;080 06;Prešov
Košická;080 01;Prešov
Kotrádova;080 01;Prešov
Kováčska;080 01;Prešov
Kozmonautov;080 01;Prešov
kpt. Nálepku;080 01;Prešov
Kraskova;080 05;Prešov
Krátka;080 01;Prešov
Krížna;080 01;Prešov
Krompašská;080 01;Prešov
Ku Brezinám;080 01;Prešov
Ku hati;080 01;Prešov
Ku Kráľovej hore;080 01;Prešov
Ku Kumštu;080 01;Prešov
Ku Kyslej vode;080 01;Prešov
Ku vykládke;080 06;Prešov
Kukučínova;080 05;Prešov
Kúpeľná;080 01;Prešov
Kutuzovova;080 05;Prešov
Kúty;080 01;Prešov
Kuzmányho;080 01;Prešov
Kvašná voda;080 01;Prešov
Kvetná;080 01;Prešov
Kysucká;080 05;Prešov
L. Novomeského;080 01;Prešov
Ľ. Podjavorinskej;080 05;Prešov
Labutia;080 01;Prešov
Lastovičia;080 01;Prešov
Lemešanská;080 01;Prešov
Lesík delostrelcov;080 01;Prešov
Lesná;080 01;Prešov
Lesnícka;080 05;Prešov
Letná;080 01;Prešov
Levanduľová;080 01;Prešov
Levočská;080 01;Prešov
Lidická;080 05;Prešov
Liesková;080 01;Prešov
Limbová;080 06;Prešov
Lipová;080 01;Prešov
Líščia;080 01;Prešov
Lomnická;080 05;Prešov
Ľubotická;080 06;Prešov
Lúčna;080 06;Prešov
M. Trenčianskeho;080 01;Prešov
Magurská;080 01;Prešov
Majakovského;080 01;Prešov
Májové námestie;080 01;Prešov
Malinová;080 01;Prešov
Malkovská;080 01;Prešov
Marka Čulena;080 01;Prešov
Martina Benku;080 01;Prešov
Martinská;080 01;Prešov
Masarykova;080 01;Prešov
Mateja Huľu;080 06;Prešov
Mateja Murgaša;080 06;Prešov
Matice slovenskej;080 01;Prešov
Matky Terezy;080 01;Prešov
Matúša Trenčianskeho;080 01;Prešov
Maybaumova;080 01;Prešov
Medová;080 01;Prešov
Medvedia;080 01;Prešov
Medzinárodného dňa žien;080 01;Prešov
Metodova;080 01;Prešov
Mičurinova;080 01;Prešov
Mirka Nešpora;080 01;Prešov
Mlynská;080 01;Prešov
Mojmírova;080 01;Prešov
Moyzesova;080 01;Prešov
Mudroňova;080 01;Prešov
Mukačevská;080 01;Prešov
Murárska;080 01;Prešov
Muškátová;080 01;Prešov
Na Bikoši;080 01;Prešov
Na brehu;080 05;Prešov
Na Rovni;080 06;Prešov
Na Rúrkach;080 01;Prešov
Na Tablách;080 06;Prešov
Na vyhliadke;080 05;Prešov
Nábrežná;080 01;Prešov
Námestie 1.mája;080 01;Prešov
Námestie Biskupa Vasiľa Hopka;080 01;Prešov
Námestie Kráľovnej pokoja;080 01;Prešov
Námestie Krista Kráľa;080 01;Prešov
Námestie legionárov;080 01;Prešov
Námestie májového povstania českého ľudu;080 01;Prešov
Námestie mieru;080 01;Prešov
Námestie mládeže;080 01;Prešov
Námestie národného povstania;080 01;Prešov
Námestie osloboditeľov;080 05;Prešov
Narcisová;080 01;Prešov
Nemčíkova;080 01;Prešov
Nevädzová;080 01;Prešov
Nová;080 06;Prešov
Obrancov mieru;080 01;Prešov
Odborárska;080 01;Prešov
Okrajová;080 05;Prešov
Okruhliak;080 01;Prešov
Okružná;080 01;Prešov
Októbrová;080 01;Prešov
Ondavská;080 05;Prešov
Opavská;080 05;Prešov
Oravská;080 01;Prešov
Orechová;080 01;Prešov
Orgovánová;080 01;Prešov
Orlia;080 01;Prešov
Ortáš;080 01;Prešov
Padlých hrdinov;080 05;Prešov
Palackého;080 05;Prešov
Palárikova;080 05;Prešov
Partizánska;080 01;Prešov
Pávia;080 01;Prešov
Pavla Horova;080 01;Prešov
Pavlovičovo námestie;080 01;Prešov
Pažica;080 06;Prešov
Pekná;080 05;Prešov
Petöfiho;080 01;Prešov
Petrovianska;080 05;Prešov
Pionierska;080 05;Prešov
Plavárenská;080 01;Prešov
Plzenská;080 01;Prešov
Pod Debrami;080 05;Prešov
Pod dubom;080 01;Prešov
Pod Furčou;080 01;Prešov
Pod Hrádkom;080 05;Prešov
Pod Kalváriou;080 01;Prešov
Pod Kamennou baňou;080 01;Prešov
Pod komínom;080 01;Prešov
Pod mlákou;080 01;Prešov
Pod Rúrkami;080 01;Prešov
Pod Skalkou;080 01;Prešov
Pod Šalgovíkom;080 01;Prešov
Pod Táborom;080 01;Prešov
Pod Turňou;080 05;Prešov
Pod Vinicami;080 01;Prešov
Pod Wilec hôrkou;080 01;Prešov
Poľná;080 06;Prešov
Poľovnícka;080 01;Prešov
Popradská;080 01;Prešov
Pöschlova;080 01;Prešov
Potočná;080 06;Prešov
Požiarnická;080 01;Prešov
Pražská;080 01;Prešov
Pri Delni;080 05;Prešov
Pri hati;080 05;Prešov
Pri ihrisku;080 06;Prešov
Pri kostole;080 01;Prešov
Pri majáku;080 05;Prešov
Pri mlyne;080 01;Prešov
Pri Toryse;080 01;Prešov
Pribinova;080 01;Prešov
Priemyselná;080 06;Prešov
Prostějovská;080 01;Prešov
Protifašistických bojovníkov;080 01;Prešov
Púpavová;080 06;Prešov
Pustá dolina;080 01;Prešov
Puškinova;080 01;Prešov
Račia;080 01;Prešov
Radlinského;080 01;Prešov
Rastislavova;080 01;Prešov
Raymanova;080 01;Prešov
Remscheidská;080 01;Prešov
Rezbárska;080 06;Prešov
Riečna;080 01;Prešov
Rombauerova;080 01;Prešov
Royova;080 05;Prešov
Rumanova;080 01;Prešov
Rúrky;080 01;Prešov
Rusínska;080 01;Prešov
Ružová;080 01;Prešov
Rybárska;080 06;Prešov
Rybníčky;080 01;Prešov
Sabinovská;080 01;Prešov
Sadová;080 05;Prešov
Sadovnícka;080 01;Prešov
Sázavského;080 01;Prešov
Sedliackeho povstania;080 01;Prešov
Sekčovská;080 01;Prešov
Severná;080 01;Prešov
Sibírska;080 01;Prešov
Sídlisko duklianskych hrdinov;080 01;Prešov
Skromná;080 01;Prešov
Sládkovičova;080 01;Prešov
Slanská;080 06;Prešov
Slávičia;080 01;Prešov
Slnečná;080 01;Prešov
Slovenská;080 01;Prešov
Smetanova;080 05;Prešov
Smreková;080 01;Prešov
Sokolia;080 01;Prešov
Soľanková;080 05;Prešov
Solivarská;080 01;Prešov
Solivarská;080 05;Prešov
Soľná;080 05;Prešov
Soľnobanská;080 05;Prešov
Spannerovej;080 01;Prešov
Srnčia;080 01;Prešov
Staré záhrady;080 01;Prešov
Stavbárska;080 01;Prešov
Strážnická;080 06;Prešov
Strojnícka;080 06;Prešov
Suchomlynská;080 01;Prešov
Suchoňova;080 05;Prešov
Súľovská;080 01;Prešov
Surdok;080 01;Prešov
Suvorovova;080 05;Prešov
Svätoplukova;080 01;Prešov
Šafárikova;080 01;Prešov
Šalviová;080 01;Prešov
Šarišská;080 01;Prešov
Šebastovská;080 06;Prešov
Šidlovec;080 01;Prešov
Šidlovská;080 01;Prešov
Šípková;080 05;Prešov
Školská;080 06;Prešov
Škultétyho;080 01;Prešov
Šmeralova;080 01;Prešov
Šoltésovej;080 01;Prešov
Špitálska;080 01;Prešov
Športová;080 01;Prešov
Šrobárova;080 01;Prešov
Štefánikova;080 01;Prešov
Štúrova;080 01;Prešov
Švábska;080 05;Prešov
Tajovského;080 05;Prešov
Tarasa Ševčenka;080 01;Prešov
Tarjányiho;080 01;Prešov
Tatranská;080 01;Prešov
Tehelná;080 01;Prešov
Terchovská;080 01;Prešov
Teriakovská;080 01;Prešov
Tesárska;080 01;Prešov
Tichá;080 01;Prešov
Tkáčska;080 01;Prešov
Tokajícka;080 05;Prešov
Tomášikova;080 01;Prešov
Topoľová;080 06;Prešov
Trnková;080 06;Prešov
Tulipánová;080 01;Prešov
Turistická;080 01;Prešov
Údenárska;080 01;Prešov
Ulica Štefana Náhalku;080 01;Prešov
Urbánkova;080 01;Prešov
Urxova;080 05;Prešov
Úzka;080 05;Prešov
Vajanského;080 01;Prešov
Valkovská;080 05;Prešov
Vansovej;080 01;Prešov
Važecká;080 05;Prešov
Včelárska;080 06;Prešov
Veselá;080 01;Prešov
Veterná;080 01;Prešov
Vihorlatská;080 01;Prešov
Višňová;080 01;Prešov
Vlada Clementisa;080 01;Prešov
Vlčia;080 01;Prešov
Vodárenská;080 01;Prešov
Vodná;080 06;Prešov
Volgogradská;080 01;Prešov
Vranovská;080 06;Prešov
Vŕbová;080 01;Prešov
Vydumanec;080 01;Prešov
Východná;080 01;Prešov
Weberova;080 01;Prešov
Wolkerova;080 01;Prešov
Za Kalváriou;080 01;Prešov
Za traťou;080 06;Prešov
Zabíjaná;080 01;Prešov
Záborského;080 01;Prešov
Záhradná;080 01;Prešov
Záhradnícka;080 01;Prešov
Záhrady;080 01;Prešov
Zajačia;080 01;Prešov
Západná;080 01;Prešov
Zápotockého;080 01;Prešov
Zborovská;080 05;Prešov
Zemplínska;080 01;Prešov
Zimná;080 01;Prešov
Zimný potok;080 01;Prešov
Zlatobanská;080 05;Prešov
Železničiarska;080 01;Prešov
Železničná;080 06;Prešov
Cintorínska ulica;946 55;Pribeta
Dlhá ulica;946 55;Pribeta
Družstevná ulica;946 55;Pribeta
Hlavná ulica;946 55;Pribeta
Jarková ulica;946 55;Pribeta
Jarmočná ulica;946 55;Pribeta
Komárňanská ulica;946 55;Pribeta
Krátka ulica;946 55;Pribeta
Kvetná ulica;946 55;Pribeta
Lúčna ulica;946 55;Pribeta
Mierová ulica;946 55;Pribeta
Mládežnícka ulica;946 55;Pribeta
Modranská ulica;946 55;Pribeta
Nádražná ulica;946 55;Pribeta
Námestie Jána Kalvína;946 55;Pribeta
Novozámocká ulica;946 55;Pribeta
Nový rad;946 55;Pribeta
Obchodná ulica;946 55;Pribeta
Podzáhradná ulica;946 55;Pribeta
Pri stanici;941 35;Pribeta
Revolučná ulica;946 55;Pribeta
Robotnícka ulica;946 55;Pribeta
Rúbaňská ulica;946 55;Pribeta
Ružová ulica;946 55;Pribeta
Školská ulica;946 55;Pribeta
Športová ulica;946 55;Pribeta
Vojnická ulica;946 55;Pribeta
Andreja Hlinku;034 06;Ružomberok
Antona Bernoláka;034 01;Ružomberok
Baničné;034 01;Ružomberok
Biely Potok;034 03;Ružomberok
Björnsterna Björnsona;034 06;Ružomberok
Bottova;034 01;Ružomberok
Brezová;034 01;Ružomberok
Bystrická cesta;034 01;Ružomberok
Cesta do tehelne;034 01;Ružomberok
Cesta na Vlkolínec;034 01;Ružomberok
Cintorínska;034 01;Ružomberok
Černovských Martýrov;034 06;Ružomberok
Červenej Armády;034 01;Ružomberok
Čremošná;034 06;Ružomberok
Čutkovská;034 06;Ružomberok
D. Makovického;034 01;Ružomberok
Do Baničného;034 01;Ružomberok
Do Dielca;034 01;Ružomberok
Do Uhliska;034 03;Ružomberok
Do Žlebín;034 01;Ružomberok
Dolná;034 06;Ružomberok
Dončova;034 01;Ružomberok
Družstevná;034 03;Ružomberok
E. Bohúňa;034 01;Ružomberok
Fatranská;034 01;Ružomberok
Gen. Miloša Vesela;034 01;Ružomberok
Hlavná;034 03;Ružomberok
Hlavná stanica;034 01;Ružomberok
Hollého;034 01;Ružomberok
Horská;034 01;Ružomberok
Hrabovská cesta;034 01;Ružomberok
Hrabovská dolina;034 01;Ružomberok
Hrboltová;034 01;Ružomberok
Hriadky;034 01;Ružomberok
Hurbanova;034 01;Ružomberok
Hviezdoslavova;034 01;Ružomberok
Ivana Houdeka;034 01;Ružomberok
J. Hanulu;034 01;Ružomberok
Jána Jančeka;034 01;Ružomberok
Jána Páričku;034 01;Ružomberok
Jána Sladkého;034 01;Ružomberok
Janka Jesenského;034 01;Ružomberok
Jánošíkova;034 06;Ružomberok
Jarná;034 01;Ružomberok
Jazierce;034 03;Ružomberok
Jelence;034 01;Ružomberok
K  ihrisku;034 06;Ružomberok
K. Medveckého;034 01;Ružomberok
K. Sidora;034 01;Ružomberok
Kalvárska;034 01;Ružomberok
Karola Františka Palmu;034 01;Ružomberok
Karola Krčméryho;034 01;Ružomberok
Karola Salvu;034 01;Ružomberok
Klačník;034 01;Ružomberok
Klačno;034 01;Ružomberok
Komenského;034 01;Ružomberok
Korytnická;034 03;Ružomberok
Kosovo;034 01;Ružomberok
Ku ihrisku;034 06;Ružomberok
Ku Revúcej;034 03;Ružomberok
Kukučínova;034 01;Ružomberok
Kuzmányho;034 01;Ružomberok
Laziny;034 01;Ružomberok
Lepenkáreň;034 03;Ružomberok
Lesná;034 01;Ružomberok
Liptovská;034 01;Ružomberok
Ľudovíta Fullu;034 01;Ružomberok
Ľudovíta Štúra;034 01;Ružomberok
Luhy;034 03;Ružomberok
Madáčova;034 01;Ružomberok
Majere;034 01;Ružomberok
Malé domky;034 01;Ružomberok
Malé Tatry;034 01;Ružomberok
Malino Brdo;034 01;Ružomberok
Malý Závoz;034 01;Ružomberok
Mariánska;034 01;Ružomberok
Maroša Madačova;034 01;Ružomberok
Mičinô;034 01;Ružomberok
Milkov;034 06;Ružomberok
Mlynská;034 01;Ružomberok
Mostová;034 01;Ružomberok
Murgašova;034 01;Ružomberok
N. Matejkovo;034 03;Ružomberok
Na Hôrky;034 06;Ružomberok
Na Pruty;034 01;Ružomberok
Na vyhliadke;034 01;Ružomberok
Nábrežie M.R. Štefánika;034 01;Ružomberok
Nad Skalkou;034 01;Ružomberok
Nad štadiónom;034 01;Ružomberok
Nad Vŕškom;034 03;Ružomberok
Nám. A. Hlinku;034 01;Ružomberok
Námestie Slobody;034 01;Ružomberok
Námestie Š. N. Hýroša;034 01;Ružomberok
Nižné Matejkovo;034 03;Ružomberok
Nová;034 06;Ružomberok
Nová Hrboltová;034 01;Ružomberok
Obvodová cesta;034 01;Ružomberok
Ostrá;034 01;Ružomberok
Panská;034 01;Ružomberok
Papiernická;034 01;Ružomberok
Pivovarská;034 01;Ružomberok
Plavisko;034 01;Ružomberok
Pod cintorínom;034 01;Ružomberok
Pod Čebraťom;034 01;Ružomberok
Pod Dielcom;034 03;Ružomberok
Pod Hlinisko;034 03;Ružomberok
Pod Kalváriou;034 01;Ružomberok
Pod Ostré;034 03;Ružomberok
Pod Sidorovo;034 03;Ružomberok
Pod Skalami;034 01;Ružomberok
Pod Vŕškom;034 03;Ružomberok
Podhora;034 01;Ružomberok
Poľná;034 01;Ružomberok
Potočná;034 01;Ružomberok
Považská;034 01;Ružomberok
Pri Váhu;034 06;Ružomberok
Priehrada;034 01;Ružomberok
Priehradka;034 01;Ružomberok
Priehradka;034 06;Ružomberok
Priehradka;034 06;Ružomberok
Príjazdová;034 01;Ružomberok
R.Dúbravca;034 01;Ružomberok
Račkov;034 06;Ružomberok
Radlinského;034 01;Ružomberok
Raveň;034 03;Ružomberok
Riadok;034 01;Ružomberok
Ružová;034 01;Ružomberok
Rybárpoľská;034 01;Ružomberok
Sadová;034 01;Ružomberok
Scota Viatora;034 01;Ružomberok
Sihoť;034 01;Ružomberok
Skalná;034 03;Ružomberok
Sládkovičova;034 01;Ružomberok
Slnečná;034 06;Ružomberok
Smreková;034 01;Ružomberok
Smrekovica;034 01;Ružomberok
SNP;034 03;Ružomberok
Stredná;034 03;Ružomberok
Strmá;034 06;Ružomberok
sv. Anny;034 01;Ružomberok
Š. Náhalku;034 01;Ružomberok
Šípová;034 03;Ružomberok
Školská;034 03;Ružomberok
Šoltésovej;034 01;Ružomberok
Športová;034 01;Ružomberok
Štefana Moyzesa;034 01;Ružomberok
Štefana Moyzesa;034 01;Ružomberok
Štiavnická;034 01;Ružomberok
Štiavnička;034 01;Ružomberok
Tatranská cesta;034 01;Ružomberok
Textilná;034 01;Ružomberok
Tichá;034 01;Ružomberok
Trlenská;034 03;Ružomberok
Trlenská dolina;034 03;Ružomberok
Vajanského;034 01;Ružomberok
Vápenka;034 01;Ružomberok
Vavra Šrobára;034 01;Ružomberok
Včelárska;034 06;Ružomberok
Veľký Polík;034 01;Ružomberok
Veľký Závoz;034 01;Ružomberok
Veterná;034 01;Ružomberok
Vlkolínec;034 03;Ružomberok
Vyšné Matejkovo;034 03;Ružomberok
Za celulózkou;034 01;Ružomberok
Za dráhou;034 01;Ružomberok
Za járočkom;034 06;Ružomberok
Za kláštorom;034 01;Ružomberok
Za starým cintorínom;034 01;Ružomberok
Záhradná;034 01;Ružomberok
Záhumnie;034 03;Ružomberok
Zarevúca;034 01;Ružomberok
Záskalie;034 01;Ružomberok
Zelená;034 01;Ružomberok
Žigmunda Silbigera;034 01;Ružomberok
Žilinská cesta;034 01;Ružomberok
1.mája;962 31;Sliač
Boženy Nemcovej;962 31;Sliač
Brezová;962 31;Sliač
Cikkerova;962 31;Sliač
Clementisova;962 31;Sliač
ČSA;962 31;Sliač
Družstevná;962 31;Sliač
Gorkého;962 31;Sliač
Hájnická;962 31;Sliač
Horská;962 31;Sliač
Hronská;962 31;Sliač
Hviezdoslavova;962 31;Sliač
J. Cikkera;962 31;Sliač
Janka Kráľa;962 31;Sliač
Jarná;962 31;Sliač
Júliusa Fučíka;962 31;Sliač
Kalinčiakova;962 31;Sliač
Kollárova;962 31;Sliač
Kpt.Nálepku;962 31;Sliač
Krátka;962 31;Sliač
Kukučínova;962 31;Sliač
Kúpelná;962 31;Sliač
Letecká;962 31;Sliač
Letná;962 31;Sliač
Ležiak;962 31;Sliač
Lipová;962 31;Sliač
Ľudovíta Štúra;962 31;Sliač
MDŽ;962 31;Sliač
Mirka Nešpora;962 31;Sliač
Mládežnícka;962 31;Sliač
Mlynská;962 31;Sliač
Na Brázdach;962 31;Sliač
Na Dolinke;962 31;Sliač
Na Slatinkách;962 31;Sliač
Nová;962 31;Sliač
Nový Partizán;962 31;Sliač
Partizánska;962 31;Sliač
Partizánska;962 31;Sliač
Pionierska;962 31;Sliač
Pod Kozákom;962 31;Sliač
Poľovnícka;962 31;Sliač
Rybárska;962 31;Sliač
Samporská;962 31;Sliač
Sládkovičova;962 31;Sliač
SNP (Hájniky);962 31;Sliač
SNP (Rybáre);962 31;Sliač
Starý Partizán;962 31;Sliač
Š.Záhorského;962 31;Sliač
Tajovského;962 31;Sliač
Tehelňa;962 31;Sliač
Topoľová;962 31;Sliač
Továrenská;962 31;Sliač
Trebuľa;962 37;Sliač
Ulica Františka Papánka;962 31;Sliač
Ulica gen. Otta Smika;962 31;Sliač
Ulica Hany Ponickej;962 31;Sliač
Za Školou;962 31;Sliač
Zvolenská;962 31;Sliač
Železničná;962 31;Sliač
A. Mickiewicza;052 01;Spišská Nová Ves
Agátová;052 01;Spišská Nová Ves
Astrová;052 01;Spišská Nová Ves
B. Němcovej;052 01;Spišská Nová Ves
Banícka;052 01;Spišská Nová Ves
Bernolákova;052 01;Spišská Nová Ves
Bezručova;052 05;Spišská Nová Ves
Borodáčova;052 01;Spišská Nová Ves
Borovského;052 01;Spišská Nová Ves
Brezová;052 01;Spišská Nová Ves
Bronzová;053 31;Spišská Nová Ves
Brusník;052 01;Spišská Nová Ves
Čergovská;052 01;Spišská Nová Ves
Červená;052 01;Spišská Nová Ves
Česká;052 01;Spišská Nová Ves
Českého ľudu;052 01;Spišská Nová Ves
Čsl.armády;052 01;Spišská Nová Ves
Detvianska;052 01;Spišská Nová Ves
Drevárska;052 01;Spišská Nová Ves
Dubová;052 01;Spišská Nová Ves
Dúhová;053 31;Spišská Nová Ves
Duklianska;052 01;Spišská Nová Ves
Dunajská;052 01;Spišská Nová Ves
E. M. Šoltésovej;052 01;Spišská Nová Ves
Elektrárenská;052 01;Spišská Nová Ves
F. Hečku;052 01;Spišská Nová Ves
F. Urbánka;052 01;Spišská Nová Ves
Filinského cesta;052 01;Spišská Nová Ves
Fraňa Kráľa;052 01;Spišská Nová Ves
Gaštanová;052 01;Spišská Nová Ves
Gemerská;052 01;Spišská Nová Ves
Gerlachovská ulica;052 01;Spišská Nová Ves
Gorazdova;052 01;Spišská Nová Ves
Hájik;052 01;Spišská Nová Ves
Hámor;052 01;Spišská Nová Ves
Harichovský chodník;052 01;Spišská Nová Ves
Hnilecká cesta;053 31;Spišská Nová Ves
Horská;053 31;Spišská Nová Ves
Hrdinov národného povstania;052 01;Spišská Nová Ves
Hrnčiarska;052 01;Spišská Nová Ves
Hurbanova;052 01;Spišská Nová Ves
Hutnianska;052 01;Spišská Nová Ves
Hutnícka;052 01;Spišská Nová Ves
Hviezdoslavova;052 01;Spišská Nová Ves
Chrapčiakova;052 01;Spišská Nová Ves
I. Krasku;052 01;Spišská Nová Ves
I. Stodolu;052 01;Spišská Nová Ves
Ing. O. Kožucha;052 01;Spišská Nová Ves
Ing. Rojkoviča;052 01;Spišská Nová Ves
Ing. Straku;052 01;Spišská Nová Ves
Inovecká;052 01;Spišská Nová Ves
J. Bottu;052 01;Spišská Nová Ves
J. C. Hronského;052 01;Spišská Nová Ves
J. Čajaka;052 01;Spišská Nová Ves
J. Fabiniho;052 01;Spišská Nová Ves
J. Fándlyho;052 01;Spišská Nová Ves
J. Hanulu;052 01;Spišská Nová Ves
J. Hollého;052 01;Spišská Nová Ves
J. I. Bajzu;052 01;Spišská Nová Ves
J. Kostru;052 01;Spišská Nová Ves
J. Matušku;052 05;Spišská Nová Ves
J. Wolkera;052 01;Spišská Nová Ves
J. Wolkera;052 05;Spišská Nová Ves
Jána Jánskeho;052 01;Spišská Nová Ves
Jarková;052 01;Spišská Nová Ves
Jasná;053 31;Spišská Nová Ves
Javorová;052 01;Spišská Nová Ves
Jazdecká cesta;052 01;Spišská Nová Ves
Jedľová;052 01;Spišská Nová Ves
Jesenského;052 01;Spišská Nová Ves
Kalinčiaka;052 01;Spišská Nová Ves
Kamenárska;052 01;Spišská Nová Ves
Kamenný obrázok;052 01;Spišská Nová Ves
Karpatská;052 01;Spišská Nová Ves
Kasárenská ulica;052 01;Spišská Nová Ves
Kmeťova;052 01;Spišská Nová Ves
Koceľova;052 01;Spišská Nová Ves
Kolárska;052 01;Spišská Nová Ves
Kollárova;052 01;Spišská Nová Ves
Komenského;052 05;Spišská Nová Ves
Konrádova;052 01;Spišská Nová Ves
Kováčska;052 01;Spišská Nová Ves
Krčméryho;052 05;Spišská Nová Ves
Krížová;052 01;Spišská Nová Ves
Kukučínova;052 01;Spišská Nová Ves
Kuzmányho;052 01;Spišská Nová Ves
Kvetná;053 31;Spišská Nová Ves
Kysucká;052 01;Spišská Nová Ves
Laborecká;052 01;Spišská Nová Ves
Ľaliová;052 01;Spišská Nová Ves
Lesná;052 01;Spišská Nová Ves
Letecká;052 01;Spišská Nová Ves
Letná;052 01;Spišská Nová Ves
Levočská;052 01;Spišská Nová Ves
Limbová;052 01;Spišská Nová Ves
Lipová;052 01;Spišská Nová Ves
Liptovská;052 01;Spišská Nová Ves
Lúčna;053 31;Spišská Nová Ves
M. Gorkého;052 01;Spišská Nová Ves
Magurská;052 01;Spišská Nová Ves
Májového povstania českého ľudu;052 01;Spišská Nová Ves
Malá;052 01;Spišská Nová Ves
Malinovského;052 01;Spišská Nová Ves
Markušovská cesta;052 01;Spišská Nová Ves
Medená;053 31;Spišská Nová Ves
Medza;052 01;Spišská Nová Ves
Mišíkova;052 01;Spišská Nová Ves
Mlynská;052 01;Spišská Nová Ves
Moravská;052 01;Spišská Nová Ves
Moyzesova;052 01;Spišská Nová Ves
Mudroňova;052 01;Spišská Nová Ves
Muráňska;052 01;Spišská Nová Ves
Nábrežie Hornádu;052 01;Spišská Nová Ves
Nad Medzou;052 01;Spišská Nová Ves
Námestie Iglovia;052 01;Spišská Nová Ves
Námestie SNP;052 01;Spišská Nová Ves
Narcisová;052 01;Spišská Nová Ves
Nezábudková;052 01;Spišská Nová Ves
Nitrianska;052 01;Spišská Nová Ves
Novoveská cesta;053 31;Spišská Nová Ves
Obrancov mieru;052 01;Spišská Nová Ves
Odborárov;052 01;Spišská Nová Ves
Odorínska cesta;052 01;Spišská Nová Ves
Oravská;052 01;Spišská Nová Ves
Orlia;052 01;Spišská Nová Ves
P. Jilemnického;052 05;Spišská Nová Ves
Palárikova;052 01;Spišská Nová Ves
Pieninská;052 01;Spišská Nová Ves
Pod Tepličkou;052 01;Spišská Nová Ves
Podskala;052 01;Spišská Nová Ves
Podunajská;052 01;Spišská Nová Ves
Pohronská;052 01;Spišská Nová Ves
Poľná;053 31;Spišská Nová Ves
Potočná;052 01;Spišská Nová Ves
Považská;052 01;Spišská Nová Ves
Predná Huta;052 01;Spišská Nová Ves
Predná Huta;053 31;Spišská Nová Ves
Pri Vyšnej Hati;052 01;Spišská Nová Ves
Púpavová;052 01;Spišská Nová Ves
Puškinova;052 01;Spišská Nová Ves
R. Jašíka;052 01;Spišská Nová Ves
Radlinského;052 01;Spišská Nová Ves
Radničné námestie;052 01;Spišská Nová Ves
Rajecká;052 01;Spišská Nová Ves
Rastislavova;052 01;Spišská Nová Ves
Rázusova;052 01;Spišská Nová Ves
Rudná;053 31;Spišská Nová Ves
Rybárska;052 01;Spišská Nová Ves
Rybničná;053 31;Spišská Nová Ves
S. Chalupku;052 01;Spišská Nová Ves
S. Tomášika;052 01;Spišská Nová Ves
Sadová;052 01;Spišská Nová Ves
Sadrovcová;053 31;Spišská Nová Ves
Sládkovičova;052 01;Spišská Nová Ves
Slnečná;053 31;Spišská Nová Ves
Slnečné nábrežie;052 01;Spišská Nová Ves
Slobody;052 01;Spišská Nová Ves
Slovenská;052 01;Spišská Nová Ves
Smreková;052 01;Spišská Nová Ves
Snežná;053 31;Spišská Nová Ves
SNP;052 01;Spišská Nová Ves
Spišská;052 01;Spišská Nová Ves
Stará cesta;052 01;Spišská Nová Ves
Starosaská;052 01;Spišská Nová Ves
Stojan;052 01;Spišská Nová Ves
Stolárska;052 01;Spišská Nová Ves
Stražanská;053 31;Spišská Nová Ves
Strojnícka;052 01;Spišská Nová Ves
Svätoplukova;052 01;Spišská Nová Ves
Šafárikovo námestie;052 05;Spišská Nová Ves
Šarišská;052 01;Spišská Nová Ves
Šestnástka;052 01;Spišská Nová Ves
Školská;052 01;Spišská Nová Ves
Škultétyho;052 01;Spišská Nová Ves
Štefánikovo námestie;052 01;Spišská Nová Ves
Štúrovo nábrežie;052 05;Spišská Nová Ves
Švermova;052 01;Spišská Nová Ves
T. Vansovej;052 01;Spišská Nová Ves
